time,value
2025-01-06T04:00:00.305495137Z,0.04820000007748600
2025-01-06T04:00:10.509402772Z,0.04829999804496770
2025-01-06T04:00:20.683562957Z,0.04829999804496770
2025-01-06T04:00:30.883626784Z,0.04829999804496770
2025-01-06T04:00:41.069879567Z,0.04829999804496770
2025-01-06T04:00:51.256139088Z,0.04820000007748600
2025-01-06T04:01:01.449535678Z,0.04820000007748600
2025-01-06T04:01:11.65187984Z,0.04820000007748600
2025-01-06T04:01:21.826924614Z,0.04829999804496770
2025-01-06T04:01:32.01873552Z,0.04829999804496770
2025-01-06T04:01:42.211462675Z,0.04829999804496770
2025-01-06T04:01:52.403455655Z,0.04829999804496770
2025-01-06T04:02:02.593682412Z,0.04829999804496770
2025-01-06T04:02:12.78571024Z,0.04820000007748600
2025-01-06T04:02:22.972290782Z,0.04820000007748600
2025-01-06T04:02:33.165675809Z,0.04820000007748600
2025-01-06T04:02:43.353852342Z,0.04820000007748600
2025-01-06T04:02:53.544392389Z,0.04820000007748600
2025-01-06T04:03:03.737595497Z,0.04820000007748600
2025-01-06T04:03:13.925483558Z,0.04820000007748600
2025-01-06T04:03:24.114734077Z,0.04820000007748600
2025-01-06T04:03:34.314383077Z,0.04820000007748600
2025-01-06T04:03:44.4961304Z,0.04820000007748600
2025-01-06T04:03:54.690649231Z,0.04820000007748600
2025-01-06T04:04:04.878072247Z,0.04820000007748600
2025-01-06T04:04:15.06838375Z,0.04809999838471410
2025-01-06T04:04:25.256876552Z,0.04809999838471410
2025-01-06T04:04:35.446055952Z,0.04809999838471410
2025-01-06T04:04:45.634642884Z,0.04809999838471410
2025-01-06T04:04:55.829612442Z,0.04809999838471410
2025-01-06T04:05:06.020218364Z,0.04800000041723250
2025-01-06T04:05:16.201902198Z,0.04800000041723250
2025-01-06T04:05:26.400302288Z,0.04800000041723250
2025-01-06T04:05:36.584519253Z,0.04800000041723250
2025-01-06T04:05:46.776399873Z,0.04800000041723250
2025-01-06T04:05:56.958585228Z,0.04800000041723250
2025-01-06T04:06:07.16697262Z,0.0479000024497509
2025-01-06T04:06:17.339740934Z,0.0479000024497509
2025-01-06T04:06:27.532992551Z,0.0479000024497509
2025-01-06T04:06:37.717642455Z,0.04780000075697900
2025-01-06T04:06:47.910120712Z,0.04780000075697900
2025-01-06T04:06:58.092276731Z,0.04780000075697900
2025-01-06T04:07:08.288550572Z,0.04780000075697900
2025-01-06T04:07:18.473554606Z,0.04780000075697900
2025-01-06T04:07:28.665918732Z,0.04769999906420710
2025-01-06T04:07:38.853212462Z,0.04769999906420710
2025-01-06T04:07:49.043407137Z,0.047599997371435200
2025-01-06T04:07:59.231600972Z,0.04769999906420710
2025-01-06T04:08:09.422866134Z,0.04769999906420710
2025-01-06T04:08:19.611687825Z,0.04769999906420710
2025-01-06T04:08:29.805709129Z,0.047599997371435200
2025-01-06T04:08:39.991686852Z,0.047599997371435200
2025-01-06T04:08:50.18263199Z,0.04769999906420710
2025-01-06T04:09:00.370510263Z,0.04769999906420710
2025-01-06T04:09:10.581713243Z,0.04769999906420710
2025-01-06T04:09:20.748200936Z,0.047599997371435200
2025-01-06T04:09:30.94188537Z,0.047599997371435200
2025-01-06T04:09:41.127942248Z,0.04769999906420710
2025-01-06T04:09:51.315997479Z,0.04769999906420710
2025-01-06T04:10:01.505742595Z,0.047599997371435200
2025-01-06T04:10:11.697701391Z,0.047599997371435200
2025-01-06T04:10:21.888113715Z,0.047599997371435200
2025-01-06T04:10:32.076623457Z,0.047599997371435200
2025-01-06T04:10:42.271797423Z,0.04749999940395360
2025-01-06T04:10:52.456763851Z,0.047599997371435200
2025-01-06T04:11:02.654419646Z,0.047599997371435200
2025-01-06T04:11:12.837702628Z,0.047599997371435200
2025-01-06T04:11:23.026501971Z,0.047599997371435200
2025-01-06T04:11:33.212783303Z,0.047599997371435200
2025-01-06T04:11:43.404062629Z,0.047599997371435200
2025-01-06T04:11:53.595176101Z,0.047599997371435200
2025-01-06T04:12:03.796908763Z,0.04769999906420710
2025-01-06T04:12:13.977906334Z,0.04769999906420710
2025-01-06T04:12:24.170495972Z,0.04769999906420710
2025-01-06T04:12:34.354053497Z,0.04769999906420710
2025-01-06T04:12:44.548669376Z,0.04769999906420710
2025-01-06T04:12:54.734434703Z,0.047599997371435200
2025-01-06T04:13:04.923968988Z,0.04769999906420710
2025-01-06T04:13:15.115885792Z,0.04769999906420710
2025-01-06T04:13:25.305767904Z,0.04769999906420710
2025-01-06T04:13:35.496163468Z,0.04740000143647190
2025-01-06T04:13:45.69197877Z,0.04920000210404400
2025-01-06T04:13:55.885341758Z,0.049300000071525600
2025-01-06T04:14:06.073469445Z,0.04920000210404400
2025-01-06T04:14:16.261825247Z,0.04899999871850010
2025-01-06T04:14:26.450374053Z,0.04899999871850010
2025-01-06T04:14:36.639818389Z,0.04899999871850010
2025-01-06T04:14:46.837877774Z,0.04899999871850010
2025-01-06T04:14:57.018386811Z,0.048900000751018500
2025-01-06T04:15:07.20666032Z,0.04879999905824660
2025-01-06T04:15:17.398256838Z,0.04879999905824660
